topic,text,audio,
关于珊瑚宫心海…,派蒙:你知道吗?那位珊瑚宫心海，可是海祇岛的「现人神巫女」呢.<br>派蒙:也就是海祇岛的最高领袖!整个海祇岛都归她管哦<br>派蒙:啊，派蒙也想成为那样的大人物...<br>空/荧:成为大人物之后呢?<br>派蒙:之后就可以伸张正义了呀。比如说...咳咳。<br>派蒙:嫌犯旅行者中午吃三彩团子的时候，自己吃掉了两个，只分给了受害人派蒙一个，严重违了「派蒙法令」第三十七条——「公平公正」!<br>空/荧:那请问派蒙大人打算如何处理此事?<br>派蒙:当然是罚你给派蒙做好多三彩团子啦，嘿嘿!,https://uploadstatic.mihoyo.com/ys-obc/2022/01/04/145906584/3e8992b094f1d117d979aa6431141125_3179598267960220982.mp3,
关于「无常」…," 派蒙：不知道前代将军是个什么样的人呢。</span><br> 空/荧：似乎是一个能理解花不常开的人呢，并且她也能坦然接受自己终有一日会离开的命运。</span><br> 派蒙：知道眼前之物的宝贵，才能更加珍惜啊。</span><br> 空/荧：这个可能也影响了稻妻的美学吧。浮世之景里，众生流淌而过。度过的热闹时光、一起结伴而行的人、一起品尝过的美味，这些是真实不虚的，是真正重要的事物。</span><br> 派蒙：虽然…虽然宴席肯定会结束，但快乐的时间能更长一点就好了。</span><br> 空/荧：「白露与清梦，胧幻与此生，若比君侧时，皆算久长事。」</span><br> 派蒙：你在说什么！</span><br> 空/荧：这是说，和小派蒙的旅行很开心。如果能一直这样下去就好了。</span><br> 派蒙：你不会骗我吧。嘿嘿。</span>",https://uploadstatic.mihoyo.com/ys-obc/2022/01/06/145906584/3e0c7a5cd74a0890155df15f0057472b_4233676207671308841.mp3,
关于巫女…,派蒙：巫女们的衣服很有特色呀。<br>空/荧：据说八重神子在思考锁国结束之后，把试穿巫女服作为一项旅游业务在各地布设开来。配合枫丹的新型留影机技术，感觉能大赚一笔。<br>派蒙：哦！<br>空：大社的巫女上次还问我认不认识好看的女孩子愿意当宣传模特，只用穿着巫女服对留影机笑一笑就好。或者我自己来也行，化一下妆就好。<br>荧：大社的巫女上次还问我有没有兴趣当宣传模特，只用穿着巫女服对留影机笑一笑就好。或者认不认识其他好看的女孩子。<br>派蒙：喂！<br>空/荧：我转手就把这个想法告诉了罗莎莉亚。觉得她们的西风教会修女服也可以这么来一出。<br>派蒙：你等等！<br>空/荧：唉，罗莎莉亚只是觉得好麻烦。<br>派蒙：还好只是罗莎莉亚…,https://uploadstatic.mihoyo.com/ys-obc/2022/01/06/145906584/fcf28b03b9f4930200dafbef64ecc21c_6611025789393733281.mp3,
关于画家歌麿…,派蒙：最近葵送了我一幅画，虽然不能吃，但还是十分高兴！<br>空/荧：是那个杂货店主吗？我看看。<br>派蒙：喏，小心点，这是名画师歌麿的作品哦，值钱货！<br>空/荧：歌麿？唔…总觉得在哪见过…<br>派蒙：那当然，毕竟是歌麿大师，名作早就遍布稻妻了吧！<br>派蒙：你是在绫华小姐家看到的吧？我这幅可一点也不差哟。<br>空/荧：不对，我想起来了！上次宵宫用来做火折子的就是这个吧？<br>派蒙：欸？做火折子？<br>空/荧：托马好像也拿来垫桌脚过…<br>派蒙：什么？垫桌脚？<br>空/荧：没记错的话，早柚午睡的时候还找了好几张当做垫子。<br>派蒙：早柚那家伙都有好几张？绝对不可能吧…<br>空/荧：歌麿这家伙根本不是什么大师吧，真正的名作怎么会到处都是啦。<br>派蒙：欸——,https://uploadstatic.mihoyo.com/ys-obc/2022/01/06/145906584/3f73adfe9c0ab8f04dad48d137de2729_3964749019574731219.mp3,
关于茶室与老板…,派蒙：「木漏茶室」的生意还不错呢，每天都有不少客人来光顾。<br>派蒙：空/荧，有机会的话我们也开一间茶室吧，感觉会很赚钱！<br>空/荧：嗯…如果以后我开茶室的话，一定会让派蒙来当店长的。<br>派蒙：欸？好呀！<br>派蒙：没想到你这么信任我的经营能力…我一定会当一个负责的店长，把我们的店做成全提瓦特第一的！<br>空/荧：经营就不麻烦你了…派蒙，你还记得太郎丸吗？<br>派蒙：记得记得，是茶室的老板嘛，听说有些客人不是来喝茶，而是来找它玩的。<br>空/荧：所以我在想，如果让派蒙来当店长的话，一定会比太郎丸更受欢迎吧。<br>派蒙：嘿嘿，那当然了…喂，原来你不是信任我的经营能力，只是想让我当吉祥物吗！,https://uploadstatic.mihoyo.com/ys-obc/2022/01/06/145906584/f195ace38b3f0c8dfefb271f01f5bdd5_491673055608178592.mp3,
关于锁国…,空/荧：眼狩令结束了，锁国也将不日解除了吧。<br>派蒙：希望一切都能好起来吧。<br>空/荧：希望就在眼前，要鼓励大家坚持下去啊。<br>派蒙：嗯嗯。<br>空/荧：找个机会去和竺子说一下吧。「竺子，故乡的樱花开了。」<br>派蒙：嗯…总觉得哪里不对！,https://uploadstatic.mihoyo.com/ys-obc/2022/01/06/145906584/a830ab2472af14a4d4f6409fa5bdf912_908638182324908560.mp3,
元素战技·其一,…喝！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/a157e95a332b23f157645ef7494940bd_7021398445084898438.mp3,
元素战技·其二,…哈！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/bd454a0312631db8c07f8836076a5273_1575014448697030702.mp3,
元素战技·其三,风刃！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/e2708cbe5c47f7bf12e1b045b32463c1_5808556680033247077.mp3,
元素战技·其四,喝！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/9dd0870ffbcac30c42417969b9cc7c36_856702199685993355.mp3,
元素战技·其五,落！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/e2e9b1a8b2b9989e5d0733d2f024f124_2877837822579030791.mp3,
元素战技·其六,荒星！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/eab5bb77eee475b2dd0814c901e65c5f_8836688869855663910.mp3,
元素战技·其七,哈！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/d60f1ced56f4108663c9a420add25345_4130504632650664229.mp3,
元素战技·其八,接招！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/61802a6e469141c8083b502e7a2d15a4_4525872991184702175.mp3,
元素战技·其九,紫影！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/9ddb3b29604af468adac0eb93994bca5_8252630737282858952.mp3,
元素爆发·其一,嘿——,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/429875d3a2ce1c1906a52af31120dbe8_1958202678353304722.mp3,
元素爆发·其二,消失吧。,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/a531a1cd8be474f8264bedbc73525dbc_4364324209379859965.mp3,
元素爆发·其三,随风而去吧。,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/e25866fd41d7e6e94729c11901c1be61_1830025700257345064.mp3,
元素爆发·其四,哈——！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/1f9625fc03e62d661aed9e5aa8c61951_2804566291101582023.mp3,
元素爆发·其五,震颤吧！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/a54708ae0745468f396837d3a5042a2f_641735639533437412.mp3,
元素爆发·其六,化为尘埃吧。,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/381a85896e35f55a69d6e7f1b3cc915f_105909107363715577.mp3,
元素爆发·其七,喝——！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/4df8cac8eabf3f1408da6c0b8c774db5_6533556828854771094.mp3,
元素爆发·其八,轰鸣吧！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/1625690df8cd4286f2b22341bd3c418d_3417745668933776153.mp3,
元素爆发·其九,天雷鼓音！,https://uploadstatic.mihoyo.com/ys-obc/2022/02/08/281568003/eca50fa3a9adb054f3d13ee16ae8352c_8299961235125763441.mp3,
打开宝箱·其一,这个世界，也在回应我吗？,https://uploadstatic.mihoyo.com/ys-obc/2022/01/16/145906584/e871cf0c2496f7cc5ce934c53f24baf2_1723030347859820777.mp3,
打开宝箱·其二,旅途中的收获。,https://uploadstatic.mihoyo.com/ys-obc/2022/01/16/145906584/ff9d51bc58ebbe4e50e52729662926fc_3646597264593996173.mp3,
打开宝箱·其三,我会好好保存。,https://uploadstatic.mihoyo.com/ys-obc/2022/01/16/145906584/50fcecad8202b6c4d10d0bcbd134d901_1939362188825861173.mp3,
倒下·其一,这…不是终点…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/a3d6a2380246434324270af6522618b4_8289261846030271541.mp3,
倒下·其二,世界…拒绝了我？,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/efcb46e136f89201304a8f9773e21ffa_7831058356937151901.mp3,
加入队伍·其一,这次又会遇见什么？,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/6c3fa0768ffa8c340344a66e1fa8f7a1_2997867856247944790.mp3,
加入队伍·其二,世界，充满未解之谜…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/39cc4b6795eed9fd72750db3c443e3bd_2384976508568254739.mp3,
加入队伍·其三,要做的事，还有很多。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ce3c4ac91bc00cf9b4a028bd1d8ea1c0_6440511950156887358.mp3,
